BaseMean,BaseStd,SMA,EMA,ATR,ADX,CCI,ROC,RSI,WillR,StochK,StochD,P1,P2,M1,M2,S1,S2,logisticregression__C,logisticregression__fit_intercept
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000003,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,-0.10000000000000003,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000003,-0.2,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.10000000000000003,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.10000000000000003,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.19999999999999996,-0.09999999999999998,-0.19999999999999996,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.0,-0.09999999999999998,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.29999999999999993,-0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.29999999999999993,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,-0.09999999999999998,-0.09999999999999998,-0.29999999999999993,0.0,-0.19999999999999996,-0.19999999999999996,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.19999999999999996,-0.09999999999999998,-0.09999999999999998,-0.19999999999999996,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.29999999999999993,0.03125,True
0.52,0.16613247725836147,0.0,-0.19999999999999996,-0.09999999999999998,-0.29999999999999993,-0.09999999999999998,-0.19999999999999996,-0.29999999999999993,-0.09999999999999998,0.0,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,-0.09999999999999998,-0.09999999999999998,-0.29999999999999993,0.0,-0.19999999999999996,-0.19999999999999996,0.0,-0.09999999999999998,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.19999999999999996,-0.09999999999999998,-0.29999999999999993,0.0,0.0,-0.09999999999999998,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,0.0,-0.09999999999999998,-0.29999999999999993,0.0,-0.19999999999999996,-0.19999999999999996,0.0,-0.29999999999999993,-0.19999999999999996,0.0,0.0,-0.19999999999999996,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,-0.29999999999999993,-0.09999999999999998,-0.29999999999999993,-0.09999999999999998,0.0,-0.19999999999999996,-0.29999999999999993,-0.09999999999999998,-0.19999999999999996,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,0.0,-0.29999999999999993,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,-0.19999999999999996,0.0,-0.09999999999999998,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.09999999999999998,0.0,-0.29999999999999993,0.0,-0.19999999999999996,0.0,-0.09999999999999998,-0.29999999999999993,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,-0.09999999999999998,-0.09999999999999998,-0.29999999999999993,0.0,-0.29999999999999993,-0.19999999999999996,-0.19999999999999996,0.0,-0.19999999999999996,-0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,-0.29999999999999993,-0.09999999999999998,-0.29999999999999993,0.0,0.0,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.19999999999999996,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.29999999999999993,-0.09999999999999998,-0.29999999999999993,-0.19999999999999996,-0.19999999999999996,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.19999999999999996,-0.09999999999999998,-0.29999999999999993,0.0,-0.19999999999999996,-0.29999999999999993,-0.29999999999999993,0.0,-0.19999999999999996,0.0,-0.09999999999999998,0.0,-0.09999999999999998,-0.19999999999999996,-0.29999999999999993,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,0.0,-0.09999999999999998,0.0,0.0,-0.19999999999999996,-0.09999999999999998,-0.09999999999999998,-0.29999999999999993,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,-0.19999999999999996,-0.09999999999999998,-0.29999999999999993,0.0,-0.19999999999999996,0.0,0.0,-0.19999999999999996,-0.29999999999999993,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.29999999999999993,-0.29999999999999993,-0.09999999999999998,-0.29999999999999993,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.19999999999999996,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,-0.19999999999999996,-0.09999999999999998,0.0,-0.19999999999999996,0.0,0.0,-0.19999999999999996,-0.09999999999999998,-0.19999999999999996,-0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.19999999999999996,-0.29999999999999993,0.03125,True
0.52,0.16613247725836147,0.0,-0.19999999999999996,-0.09999999999999998,-0.19999999999999996,0.0,-0.19999999999999996,0.0,-0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,-0.19999999999999996,-0.09999999999999998,-0.19999999999999996,-0.29999999999999993,0.03125,True
0.52,0.16613247725836147,0.0,0.10000000000000003,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.0,-0.09999999999999998,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,0.10000000000000003,-0.19999999999999996,0.10000000000000003,0.10000000000000003,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.10000000000000003,0.0,0.10000000000000003,0.10000000000000003,0.0,0.0,0.10000000000000003,0.0,0.0,0.0,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.10000000000000003,0.0,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,0.10000000000000003,0.0,0.0,0.0,-0.09999999999999998,0.0,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.0,0.10000000000000003,0.10000000000000003,-0.19999999999999996,0.10000000000000003,0.0,-0.09999999999999998,0.0,0.0,0.10000000000000003,0.0,0.0,-0.09999999999999998,0.10000000000000003,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.10000000000000003,-0.09999999999999998,0.10000000000000003,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.0,0.10000000000000003,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.0,-0.09999999999999998,0.0,0.10000000000000003,0.10000000000000003,0.0,0.0,-0.19999999999999996,0.10000000000000003,0.10000000000000003,0.0,0.03125,True
0.52,0.16613247725836147,0.10000000000000003,0.0,0.10000000000000003,0.0,0.10000000000000003,0.0,0.0,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,0.0,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.10000000000000003,0.0,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.0,-0.09999999999999998,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,0.10000000000000003,0.0,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,0.0,-0.19999999999999996,0.10000000000000003,0.10000000000000003,0.0,0.03125,True
0.52,0.16613247725836147,0.10000000000000003,0.0,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,0.0,0.10000000000000003,-0.19999999999999996,0.0,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,-0.09999999999999998,0.0,0.10000000000000003,0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.10000000000000003,-0.19999999999999996,0.10000000000000003,0.0,-0.09999999999999998,0.0,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.10000000000000003,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.10000000000000003,0.0,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,0.0,0.0,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,-0.09999999999999998,0.0,0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.10000000000000003,0.0,0.10000000000000003,0.0,0.0,0.10000000000000003,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.0,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.10000000000000003,-0.19999999999999996,0.10000000000000003,-0.19999999999999996,0.10000000000000003,0.0,-0.09999999999999998,0.0,0.0,0.0,0.10000000000000003,0.0,-0.19999999999999996,0.10000000000000003,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.19999999999999996,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,0.0,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.10000000000000003,-0.19999999999999996,0.10000000000000003,0.0,0.10000000000000003,0.0,0.0,0.10000000000000003,0.0,0.0,0.0,0.0,-0.09999999999999998,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.10000000000000003,-0.09999999999999998,0.10000000000000003,0.10000000000000003,0.0,0.0,0.10000000000000003,0.0,0.0,0.0,-0.19999999999999996,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,-0.19999999999999996,0.10000000000000003,0.0,0.10000000000000003,0.0,-0.09999999999999998,0.0,0.10000000000000003,0.0,0.10000000000000003,0.0,0.0,0.0,0.10000000000000003,0.10000000000000003,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,-0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.09999999999999998,0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.09999999999999998,0.09999999999999998,0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.09999999999999998,0.0,-0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.09999999999999998,0.0,0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,0.09999999999999998,-0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.0,-0.09999999999999998,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,-0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,-0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.09999999999999998,0.0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,-0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,0.09999999999999998,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,0.09999999999999998,0.09999999999999998,0.0,0.09999999999999998,0.0,0.0,-0.09999999999999998,0.09999999999999998,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.09999999999999998,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,-0.09999999999999998,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.0,0.0,0.09999999999999998,0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.0,0.09999999999999998,0.0,-0.09999999999999998,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,-0.09999999999999998,0.0,-0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,-0.09999999999999998,0.0,0.0,-0.09999999999999998,0.0,-0.09999999999999998,0.0,-0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,-0.09999999999999998,0.0,0.09999999999999998,0.0,-0.09999999999999998,0.0,0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,-0.09999999999999998,0.0,0.0,0.0,0.0,-0.09999999999999998,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,-0.09999999999999998,-0.09999999999999998,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999998,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
0.52,0.16613247725836147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,True
